Cluster,Plot,ILUA_I,SelectPlot,SoilSample,X_Start,Y_Start,ILUA_I_TRA,Zone,Province,District,CenterX,CenterY
11733.000000,1.000000,0.000000,1.000000,0.000000,412425.000000,8872291.000000,0.000000,UTM-36,Muchinga,Chinsali,412670.000000,8872541.000000
11734.000000,1.000000,0.000000,1.000000,1.000000,423378.000000,8872316.000000,0.000000,UTM-36,Muchinga,Chinsali,423623.000000,8872566.000000
11874.000000,1.000000,0.000000,1.000000,0.000000,423354.000000,8883373.000000,0.000000,UTM-36,Muchinga,Chinsali,423599.000000,8883623.000000
11875.000000,1.000000,0.000000,1.000000,0.000000,434311.000000,8883395.000000,0.000000,UTM-36,Muchinga,Chinsali,434556.000000,8883645.000000
12013.000000,1.000000,0.000000,1.000000,0.000000,412370.000000,8894406.000000,0.000000,UTM-36,Muchinga,Chinsali,412615.000000,8894656.000000
12153.000000,1.000000,0.000000,1.000000,0.000000,412344.000000,8905463.000000,0.000000,UTM-36,Muchinga,Chinsali,412589.000000,8905713.000000
12156.000000,1.000000,0.000000,1.000000,0.000000,445234.000000,8905527.000000,0.000000,UTM-36,Muchinga,Chinsali,445479.000000,8905777.000000
11045.000000,1.000000,0.000000,1.000000,0.000000,543791.000000,8817088.000000,0.000000,UTM-36,Muchinga,Isoka,544036.000000,8817338.000000
11326.000000,1.000000,1.000000,1.000000,1.000000,554962.000000,8839511.000000,38.000000,UTM-36,Muchinga,Isoka,555207.000000,8839761.000000
11596.000000,1.000000,0.000000,1.000000,0.000000,445302.000000,8861300.000000,0.000000,UTM-36,Muchinga,Isoka,445547.000000,8861550.000000
11598.000000,1.000000,0.000000,1.000000,0.000000,467201.000000,8861327.000000,0.000000,UTM-36,Muchinga,Isoka,467446.000000,8861577.000000
11599.000000,1.000000,0.000000,1.000000,1.000000,478151.000000,8861336.000000,0.000000,UTM-36,Muchinga,Isoka,478396.000000,8861586.000000
11601.000000,1.000000,0.000000,1.000000,0.000000,500050.000000,8861343.000000,0.000000,UTM-36,Muchinga,Isoka,500295.000000,8861593.000000
11602.000000,1.000000,0.000000,1.000000,0.000000,510999.000000,8861341.000000,0.000000,UTM-36,Muchinga,Isoka,511244.000000,8861591.000000
11738.000000,1.000000,0.000000,1.000000,0.000000,467191.000000,8872384.000000,0.000000,UTM-36,Muchinga,Isoka,467436.000000,8872634.000000
12016.000000,1.000000,1.000000,1.000000,1.000000,445451.000000,8894795.000000,27.000000,UTM-36,Muchinga,Isoka,445696.000000,8895045.000000
12017.000000,1.000000,0.000000,1.000000,0.000000,456211.000000,8894485.000000,0.000000,UTM-36,Muchinga,Isoka,456456.000000,8894735.000000
12020.000000,1.000000,0.000000,1.000000,1.000000,489090.000000,8894510.000000,0.000000,UTM-36,Muchinga,Isoka,489335.000000,8894760.000000
12021.000000,1.000000,1.000000,1.000000,1.000000,500250.000000,8894837.000000,28.000000,UTM-36,Muchinga,Isoka,500495.000000,8895087.000000
12022.000000,1.000000,0.000000,1.000000,0.000000,511009.000000,8894510.000000,0.000000,UTM-36,Muchinga,Isoka,511254.000000,8894760.000000
12023.000000,1.000000,0.000000,1.000000,0.000000,521969.000000,8894505.000000,0.000000,UTM-36,Muchinga,Isoka,522214.000000,8894755.000000
12158.000000,1.000000,0.000000,1.000000,0.000000,467161.000000,8905554.000000,0.000000,UTM-36,Muchinga,Isoka,467406.000000,8905804.000000
12159.000000,1.000000,0.000000,1.000000,0.000000,478124.000000,8905562.000000,0.000000,UTM-36,Muchinga,Isoka,478369.000000,8905812.000000
12160.000000,1.000000,0.000000,1.000000,0.000000,489087.000000,8905567.000000,0.000000,UTM-36,Muchinga,Isoka,489332.000000,8905817.000000
12442.000000,1.000000,0.000000,1.000000,0.000000,511019.000000,8927679.000000,0.000000,UTM-36,Muchinga,Isoka,511264.000000,8927929.000000
7246.000000,1.000000,0.000000,1.000000,1.000000,337635.000000,8518061.000000,0.000000,UTM-36,Muchinga,Mpika,337880.000000,8518311.000000
7806.000000,1.000000,1.000000,1.000000,1.000000,337571.000000,8562635.000000,107.000000,UTM-36,Muchinga,Mpika,337816.000000,8562885.000000
7808.000000,1.000000,0.000000,1.000000,0.000000,359065.000000,8562429.000000,0.000000,UTM-36,Muchinga,Mpika,359310.000000,8562679.000000
7809.000000,1.000000,0.000000,1.000000,0.000000,369911.000000,8562482.000000,0.000000,UTM-36,Muchinga,Mpika,370156.000000,8562732.000000
8079.000000,1.000000,0.000000,1.000000,0.000000,261236.000000,8583890.000000,0.000000,UTM-36,Muchinga,Mpika,261481.000000,8584140.000000
8085.000000,1.000000,0.000000,1.000000,1.000000,326385.000000,8584369.000000,0.000000,UTM-36,Muchinga,Mpika,326630.000000,8584619.000000
8220.000000,1.000000,0.000000,1.000000,0.000000,272006.000000,8595045.000000,0.000000,UTM-36,Muchinga,Mpika,272251.000000,8595295.000000
8231.000000,1.000000,0.000000,1.000000,0.000000,391474.000000,8595756.000000,0.000000,UTM-36,Muchinga,Mpika,391719.000000,8596006.000000
8360.000000,1.000000,0.000000,1.000000,0.000000,271917.000000,8606110.000000,0.000000,UTM-36,Muchinga,Mpika,272162.000000,8606360.000000
8370.000000,1.000000,0.000000,1.000000,0.000000,380569.000000,8606772.000000,0.000000,UTM-36,Muchinga,Mpika,380814.000000,8607022.000000
8500.000000,1.000000,0.000000,1.000000,0.000000,271829.000000,8617175.000000,0.000000,UTM-36,Muchinga,Mpika,272074.000000,8617425.000000
8501.000000,1.000000,1.000000,1.000000,1.000000,282901.000000,8617585.000000,87.000000,UTM-36,Muchinga,Mpika,283146.000000,8617835.000000
8502.000000,1.000000,0.000000,1.000000,0.000000,293572.000000,8617340.000000,0.000000,UTM-36,Muchinga,Mpika,293817.000000,8617590.000000
8503.000000,1.000000,0.000000,1.000000,0.000000,304442.000000,8617416.000000,0.000000,UTM-36,Muchinga,Mpika,304687.000000,8617666.000000
8506.000000,1.000000,1.000000,1.000000,1.000000,337251.000000,8617944.000000,88.000000,UTM-36,Muchinga,Mpika,337496.000000,8618194.000000
8511.000000,1.000000,1.000000,1.000000,1.000000,391590.000000,8618201.000000,89.000000,UTM-36,Muchinga,Mpika,391835.000000,8618451.000000
8640.000000,1.000000,0.000000,1.000000,0.000000,271741.000000,8628240.000000,0.000000,UTM-36,Muchinga,Mpika,271986.000000,8628490.000000
8648.000000,1.000000,0.000000,1.000000,0.000000,358734.000000,8628795.000000,0.000000,UTM-36,Muchinga,Mpika,358979.000000,8629045.000000
8777.000000,1.000000,0.000000,1.000000,0.000000,239010.000000,8639032.000000,0.000000,UTM-36,Muchinga,Mpika,239255.000000,8639282.000000
8778.000000,1.000000,0.000000,1.000000,0.000000,249892.000000,8639127.000000,0.000000,UTM-36,Muchinga,Mpika,250137.000000,8639377.000000
8782.000000,1.000000,0.000000,1.000000,0.000000,293414.000000,8639467.000000,0.000000,UTM-36,Muchinga,Mpika,293659.000000,8639717.000000
8786.000000,1.000000,0.000000,1.000000,0.000000,336927.000000,8639742.000000,0.000000,UTM-36,Muchinga,Mpika,337172.000000,8639992.000000
8793.000000,1.000000,0.000000,1.000000,1.000000,413057.000000,8640068.000000,0.000000,UTM-36,Muchinga,Mpika,413302.000000,8640318.000000
8917.000000,1.000000,0.000000,1.000000,1.000000,238912.000000,8650099.000000,0.000000,UTM-36,Muchinga,Mpika,239157.000000,8650349.000000
8920.000000,1.000000,0.000000,1.000000,0.000000,271568.000000,8650370.000000,0.000000,UTM-36,Muchinga,Mpika,271813.000000,8650620.000000
8926.000000,1.000000,0.000000,1.000000,0.000000,336865.000000,8650804.000000,0.000000,UTM-36,Muchinga,Mpika,337110.000000,8651054.000000
9064.000000,1.000000,0.000000,1.000000,0.000000,315033.000000,8661738.000000,0.000000,UTM-36,Muchinga,Mpika,315278.000000,8661988.000000
9065.000000,1.000000,0.000000,1.000000,0.000000,325919.000000,8661803.000000,0.000000,UTM-36,Muchinga,Mpika,326164.000000,8662053.000000
9066.000000,1.000000,0.000000,1.000000,0.000000,336804.000000,8661865.000000,0.000000,UTM-36,Muchinga,Mpika,337049.000000,8662115.000000
9068.000000,1.000000,0.000000,1.000000,0.000000,358574.000000,8661977.000000,0.000000,UTM-36,Muchinga,Mpika,358819.000000,8662227.000000
9191.000000,1.000000,1.000000,1.000000,1.000000,173535.000000,8671916.000000,69.000000,UTM-36,Muchinga,Mpika,173780.000000,8672166.000000
9196.000000,1.000000,1.000000,1.000000,1.000000,228022.000000,8672460.000000,70.000000,UTM-36,Muchinga,Mpika,228267.000000,8672710.000000
9201.000000,1.000000,1.000000,1.000000,1.000000,282491.000000,8672905.000000,71.000000,UTM-36,Muchinga,Mpika,282736.000000,8673155.000000
9206.000000,1.000000,1.000000,1.000000,1.000000,336944.000000,8673251.000000,72.000000,UTM-36,Muchinga,Mpika,337189.000000,8673501.000000
9211.000000,1.000000,1.000000,1.000000,1.000000,391385.000000,8673498.000000,73.000000,UTM-36,Muchinga,Mpika,391630.000000,8673748.000000
9483.000000,1.000000,0.000000,1.000000,0.000000,303930.000000,8694856.000000,0.000000,UTM-36,Muchinga,Mpika,304175.000000,8695106.000000
9485.000000,1.000000,0.000000,1.000000,1.000000,325727.000000,8694988.000000,0.000000,UTM-36,Muchinga,Mpika,325972.000000,8695238.000000
9491.000000,1.000000,0.000000,1.000000,0.000000,391106.000000,8695292.000000,0.000000,UTM-36,Muchinga,Mpika,391351.000000,8695542.000000
9622.000000,1.000000,0.000000,1.000000,0.000000,292956.000000,8705847.000000,0.000000,UTM-36,Muchinga,Mpika,293201.000000,8706097.000000
9625.000000,1.000000,0.000000,1.000000,0.000000,325664.000000,8706050.000000,0.000000,UTM-36,Muchinga,Mpika,325909.000000,8706300.000000
9634.000000,1.000000,0.000000,1.000000,0.000000,423763.000000,8706449.000000,0.000000,UTM-36,Muchinga,Mpika,424008.000000,8706699.000000
9635.000000,1.000000,0.000000,1.000000,0.000000,434662.000000,8706475.000000,0.000000,UTM-36,Muchinga,Mpika,434907.000000,8706725.000000
9765.000000,1.000000,0.000000,1.000000,0.000000,325601.000000,8717112.000000,0.000000,UTM-36,Muchinga,Mpika,325846.000000,8717362.000000
9896.000000,1.000000,1.000000,1.000000,1.000000,227530.000000,8727797.000000,54.000000,UTM-36,Muchinga,Mpika,227775.000000,8728047.000000
9899.000000,1.000000,0.000000,1.000000,0.000000,260073.000000,8727740.000000,0.000000,UTM-36,Muchinga,Mpika,260318.000000,8727990.000000
9901.000000,1.000000,1.000000,1.000000,1.000000,282097.000000,8728225.000000,55.000000,UTM-36,Muchinga,Mpika,282342.000000,8728475.000000
9902.000000,1.000000,0.000000,1.000000,0.000000,292809.000000,8727974.000000,0.000000,UTM-36,Muchinga,Mpika,293054.000000,8728224.000000
9906.000000,1.000000,1.000000,1.000000,1.000000,336649.000000,8728557.000000,56.000000,UTM-36,Muchinga,Mpika,336894.000000,8728807.000000
9911.000000,1.000000,1.000000,1.000000,1.000000,391189.000000,8728794.000000,57.000000,UTM-36,Muchinga,Mpika,391434.000000,8729044.000000
9913.000000,1.000000,0.000000,1.000000,0.000000,412802.000000,8728537.000000,0.000000,UTM-36,Muchinga,Mpika,413047.000000,8728787.000000
9915.000000,1.000000,0.000000,1.000000,0.000000,434615.000000,8728591.000000,0.000000,UTM-36,Muchinga,Mpika,434860.000000,8728841.000000
10179.000000,1.000000,0.000000,1.000000,0.000000,259905.000000,8749870.000000,0.000000,UTM-36,Muchinga,Mpika,260150.000000,8750120.000000
10181.000000,1.000000,0.000000,1.000000,1.000000,281745.000000,8750027.000000,0.000000,UTM-36,Muchinga,Mpika,281990.000000,8750277.000000
10322.000000,1.000000,0.000000,1.000000,0.000000,292592.000000,8761163.000000,0.000000,UTM-36,Muchinga,Mpika,292837.000000,8761413.000000
10324.000000,1.000000,0.000000,1.000000,0.000000,314436.000000,8761296.000000,0.000000,UTM-36,Muchinga,Mpika,314681.000000,8761546.000000
10601.000000,1.000000,1.000000,1.000000,1.000000,281720.000000,8783542.000000,43.000000,UTM-36,Muchinga,Mpika,281965.000000,8783792.000000
10313.000000,1.000000,0.000000,1.000000,0.000000,194261.000000,8760379.000000,0.000000,UTM-36,Northern,Chilubi,194506.000000,8760629.000000
10591.000000,1.000000,1.000000,1.000000,0.000000,172378.000000,8782631.000000,41.000000,UTM-36,Northern,Chilubi,172623.000000,8782881.000000
10595.000000,1.000000,0.000000,1.000000,0.000000,215924.000000,8782714.000000,0.000000,UTM-36,Northern,Chilubi,216169.000000,8782964.000000
10596.000000,1.000000,1.000000,1.000000,1.000000,227059.000000,8783132.000000,42.000000,UTM-36,Northern,Chilubi,227304.000000,8783382.000000
10732.000000,1.000000,0.000000,1.000000,0.000000,183009.000000,8793484.000000,0.000000,UTM-36,Northern,Chilubi,183254.000000,8793734.000000
10736.000000,1.000000,0.000000,1.000000,0.000000,226767.000000,8793874.000000,0.000000,UTM-36,Northern,Chilubi,227012.000000,8794124.000000
12974.000000,1.000000,0.000000,1.000000,1.000000,203426.000000,8970775.000000,0.000000,UTM-36,Northern,Kaputa,203671.000000,8971025.000000
12975.000000,1.000000,0.000000,1.000000,1.000000,214419.000000,8970857.000000,0.000000,UTM-36,Northern,Kaputa,214664.000000,8971107.000000
13252.000000,1.000000,0.000000,1.000000,0.000000,181257.000000,8992740.000000,0.000000,UTM-36,Northern,Kaputa,181502.000000,8992990.000000
13391.000000,1.000000,1.000000,1.000000,1.000000,170363.000000,9004045.000000,7.000000,UTM-36,Northern,Kaputa,170608.000000,9004295.000000
13393.000000,1.000000,0.000000,1.000000,0.000000,192173.000000,9003895.000000,0.000000,UTM-36,Northern,Kaputa,192418.000000,9004145.000000
13952.000000,1.000000,0.000000,1.000000,0.000000,180825.000000,9048086.000000,0.000000,UTM-36,Northern,Kaputa,181070.000000,9048336.000000
14091.000000,1.000000,1.000000,1.000000,1.000000,169922.000000,9059396.000000,3.000000,UTM-36,Northern,Kaputa,170167.000000,9059646.000000
14096.000000,1.000000,1.000000,1.000000,0.000000,225014.000000,9059787.000000,4.000000,UTM-36,Northern,Kaputa,225259.000000,9060037.000000
14376.000000,1.000000,0.000000,1.000000,0.000000,224672.000000,9081593.000000,0.000000,UTM-36,Northern,Kaputa,224917.000000,9081843.000000
10740.000000,1.000000,0.000000,1.000000,0.000000,270512.000000,8794206.000000,0.000000,UTM-36,Northern,Kasama,270757.000000,8794456.000000
10880.000000,1.000000,0.000000,1.000000,0.000000,270436.000000,8805270.000000,0.000000,UTM-36,Northern,Kasama,270681.000000,8805520.000000
10881.000000,1.000000,0.000000,1.000000,0.000000,281374.000000,8805344.000000,0.000000,UTM-36,Northern,Kasama,281619.000000,8805594.000000
11160.000000,1.000000,0.000000,1.000000,0.000000,270285.000000,8827398.000000,0.000000,UTM-36,Northern,Kasama,270530.000000,8827648.000000
11164.000000,1.000000,0.000000,1.000000,0.000000,314063.000000,8827665.000000,0.000000,UTM-36,Northern,Kasama,314308.000000,8827915.000000
11165.000000,1.000000,0.000000,1.000000,0.000000,325007.000000,8827723.000000,0.000000,UTM-36,Northern,Kasama,325252.000000,8827973.000000
11296.000000,1.000000,1.000000,1.000000,1.000000,226608.000000,8838466.000000,32.000000,UTM-36,Northern,Kasama,226853.000000,8838716.000000
11301.000000,1.000000,1.000000,1.000000,1.000000,281360.000000,8838858.000000,33.000000,UTM-36,Northern,Kasama,281605.000000,8839108.000000
11306.000000,1.000000,1.000000,1.000000,1.000000,336096.000000,8839163.000000,34.000000,UTM-36,Northern,Kasama,336341.000000,8839413.000000
11577.000000,1.000000,0.000000,1.000000,0.000000,237193.000000,8860358.000000,0.000000,UTM-36,Northern,Kasama,237438.000000,8860608.000000
11581.000000,1.000000,0.000000,1.000000,0.000000,281021.000000,8860659.000000,0.000000,UTM-36,Northern,Kasama,281266.000000,8860909.000000
11585.000000,1.000000,0.000000,1.000000,0.000000,324838.000000,8860905.000000,0.000000,UTM-36,Northern,Kasama,325083.000000,8861155.000000
11718.000000,1.000000,0.000000,1.000000,0.000000,248072.000000,8871503.000000,0.000000,UTM-36,Northern,Kasama,248317.000000,8871753.000000
11722.000000,1.000000,0.000000,1.000000,0.000000,291911.000000,8871788.000000,0.000000,UTM-36,Northern,Kasama,292156.000000,8872038.000000
11858.000000,1.000000,0.000000,1.000000,0.000000,247993.000000,8882568.000000,0.000000,UTM-36,Northern,Kasama,248238.000000,8882818.000000
11861.000000,1.000000,0.000000,1.000000,0.000000,280884.000000,8882785.000000,0.000000,UTM-36,Northern,Kasama,281129.000000,8883035.000000
11999.000000,1.000000,0.000000,1.000000,0.000000,258883.000000,8893708.000000,0.000000,UTM-36,Northern,Kasama,259128.000000,8893958.000000
12001.000000,1.000000,1.000000,1.000000,1.000000,281016.000000,8894172.000000,24.000000,UTM-36,Northern,Kasama,281261.000000,8894422.000000
12142.000000,1.000000,0.000000,1.000000,0.000000,291719.000000,8904974.000000,0.000000,UTM-36,Northern,Kasama,291964.000000,8905224.000000
12143.000000,1.000000,0.000000,1.000000,0.000000,302687.000000,8905035.000000,0.000000,UTM-36,Northern,Kasama,302932.000000,8905285.000000
11011.000000,1.000000,0.000000,1.000000,1.000000,171850.000000,8815520.000000,0.000000,UTM-36,Northern,Luwingu,172095.000000,8815770.000000
11016.000000,1.000000,0.000000,1.000000,0.000000,226586.000000,8816008.000000,0.000000,UTM-36,Northern,Luwingu,226831.000000,8816258.000000
11156.000000,1.000000,0.000000,1.000000,0.000000,226497.000000,8827074.000000,0.000000,UTM-36,Northern,Luwingu,226742.000000,8827324.000000
11291.000000,1.000000,1.000000,1.000000,1.000000,171837.000000,8837987.000000,31.000000,UTM-36,Northern,Luwingu,172082.000000,8838237.000000
11292.000000,1.000000,0.000000,1.000000,0.000000,182593.000000,8837764.000000,0.000000,UTM-36,Northern,Luwingu,182838.000000,8838014.000000
11294.000000,1.000000,0.000000,1.000000,0.000000,204502.000000,8837960.000000,0.000000,UTM-36,Northern,Luwingu,204747.000000,8838210.000000
11431.000000,1.000000,0.000000,1.000000,0.000000,171532.000000,8848732.000000,0.000000,UTM-36,Northern,Luwingu,171777.000000,8848982.000000
11712.000000,1.000000,0.000000,1.000000,0.000000,182291.000000,8870974.000000,0.000000,UTM-36,Northern,Luwingu,182536.000000,8871224.000000
12563.000000,1.000000,0.000000,1.000000,0.000000,302510.000000,8938219.000000,0.000000,UTM-36,Northern,Mbala,302755.000000,8938469.000000
12701.000000,1.000000,1.000000,1.000000,1.000000,280689.000000,8949485.000000,15.000000,UTM-36,Northern,Mbala,280934.000000,8949735.000000
12706.000000,1.000000,1.000000,1.000000,1.000000,335593.000000,8949762.000000,16.000000,UTM-36,Northern,Mbala,335838.000000,8950012.000000
12843.000000,1.000000,0.000000,1.000000,0.000000,302395.000000,8960342.000000,0.000000,UTM-36,Northern,Mbala,302640.000000,8960592.000000
12851.000000,1.000000,0.000000,1.000000,0.000000,390254.000000,8960692.000000,0.000000,UTM-36,Northern,Mbala,390499.000000,8960942.000000
12852.000000,1.000000,0.000000,1.000000,0.000000,401234.000000,8960722.000000,0.000000,UTM-36,Northern,Mbala,401479.000000,8960972.000000
12987.000000,1.000000,0.000000,1.000000,0.000000,346284.000000,8971601.000000,0.000000,UTM-36,Northern,Mbala,346529.000000,8971851.000000
13266.000000,1.000000,0.000000,1.000000,0.000000,335206.000000,8993675.000000,0.000000,UTM-36,Northern,Mbala,335451.000000,8993925.000000
13267.000000,1.000000,0.000000,1.000000,0.000000,346198.000000,8993719.000000,0.000000,UTM-36,Northern,Mbala,346443.000000,8993969.000000
13406.000000,1.000000,1.000000,1.000000,1.000000,335360.000000,9005060.000000,10.000000,UTM-36,Northern,Mbala,335605.000000,9005310.000000
13824.000000,1.000000,0.000000,1.000000,0.000000,313018.000000,9037819.000000,0.000000,UTM-36,Northern,Mbala,313263.000000,9038069.000000
11855.000000,1.000000,0.000000,1.000000,0.000000,215096.000000,8882321.000000,0.000000,UTM-36,Northern,Mporokoso,215341.000000,8882571.000000
11991.000000,1.000000,1.000000,1.000000,1.000000,171321.000000,8893341.000000,22.000000,UTM-36,Northern,Mporokoso,171566.000000,8893591.000000
11992.000000,1.000000,0.000000,1.000000,0.000000,182094.000000,8893114.000000,0.000000,UTM-36,Northern,Mporokoso,182339.000000,8893364.000000
11995.000000,1.000000,0.000000,1.000000,0.000000,215009.000000,8893388.000000,0.000000,UTM-36,Northern,Mporokoso,215254.000000,8893638.000000
11996.000000,1.000000,1.000000,1.000000,1.000000,226178.000000,8893798.000000,23.000000,UTM-36,Northern,Mporokoso,226423.000000,8894048.000000
12132.000000,1.000000,0.000000,1.000000,0.000000,181997.000000,8904184.000000,0.000000,UTM-36,Northern,Mporokoso,182242.000000,8904434.000000
12271.000000,1.000000,0.000000,1.000000,0.000000,170921.000000,8915157.000000,0.000000,UTM-36,Northern,Mporokoso,171166.000000,8915407.000000
12272.000000,1.000000,0.000000,1.000000,0.000000,181901.000000,8915253.000000,0.000000,UTM-36,Northern,Mporokoso,182146.000000,8915503.000000
12279.000000,1.000000,0.000000,1.000000,0.000000,258737.000000,8915836.000000,0.000000,UTM-36,Northern,Mporokoso,258982.000000,8916086.000000
12691.000000,1.000000,1.000000,1.000000,1.000000,170829.000000,8948694.000000,13.000000,UTM-36,Northern,Mporokoso,171074.000000,8948944.000000
12696.000000,1.000000,1.000000,1.000000,1.000000,225769.000000,8949129.000000,14.000000,UTM-36,Northern,Mporokoso,226014.000000,8949379.000000
12560.000000,1.000000,0.000000,1.000000,0.000000,269574.000000,8938032.000000,0.000000,UTM-36,Northern,Mpulungu,269819.000000,8938282.000000
12976.000000,1.000000,0.000000,1.000000,0.000000,225412.000000,8970936.000000,0.000000,UTM-36,Northern,Mpulungu,225657.000000,8971186.000000
12977.000000,1.000000,0.000000,1.000000,1.000000,236403.000000,8971012.000000,0.000000,UTM-36,Northern,Mpulungu,236648.000000,8971262.000000
12978.000000,1.000000,0.000000,1.000000,0.000000,247394.000000,8971085.000000,0.000000,UTM-36,Northern,Mpulungu,247639.000000,8971335.000000
13117.000000,1.000000,0.000000,1.000000,0.000000,236329.000000,8982077.000000,0.000000,UTM-36,Northern,Mpulungu,236574.000000,8982327.000000
13122.000000,1.000000,0.000000,1.000000,0.000000,291292.000000,8982407.000000,0.000000,UTM-36,Northern,Mpulungu,291537.000000,8982657.000000
13258.000000,1.000000,0.000000,1.000000,0.000000,247252.000000,8993214.000000,0.000000,UTM-36,Northern,Mpulungu,247497.000000,8993464.000000
13394.000000,1.000000,0.000000,1.000000,0.000000,203177.000000,9003977.000000,0.000000,UTM-36,Northern,Mpulungu,203422.000000,9004227.000000
13396.000000,1.000000,1.000000,1.000000,1.000000,225381.000000,9004459.000000,8.000000,UTM-36,Northern,Mpulungu,225626.000000,9004709.000000
13401.000000,1.000000,1.000000,1.000000,1.000000,280379.000000,9004797.000000,9.000000,UTM-36,Northern,Mpulungu,280624.000000,9005047.000000
13402.000000,1.000000,0.000000,1.000000,0.000000,291176.000000,9004530.000000,0.000000,UTM-36,Northern,Mpulungu,291421.000000,9004780.000000
13536.000000,1.000000,0.000000,1.000000,1.000000,225106.000000,9015200.000000,0.000000,UTM-36,Northern,Mpulungu,225351.000000,9015450.000000
13682.000000,1.000000,0.000000,1.000000,1.000000,291063.000000,9026653.000000,0.000000,UTM-36,Northern,Mpulungu,291308.000000,9026903.000000
13958.000000,1.000000,0.000000,1.000000,0.000000,246910.000000,9048535.000000,0.000000,UTM-36,Northern,Mpulungu,247155.000000,9048785.000000
13959.000000,1.000000,0.000000,1.000000,1.000000,257922.000000,9048599.000000,0.000000,UTM-36,Northern,Mpulungu,258167.000000,9048849.000000
11307.000000,1.000000,0.000000,1.000000,0.000000,346842.000000,8838888.000000,0.000000,UTM-36,Northern,Mungwi,347087.000000,8839138.000000
11449.000000,1.000000,0.000000,1.000000,0.000000,368690.000000,8850038.000000,0.000000,UTM-36,Northern,Mungwi,368935.000000,8850288.000000
11587.000000,1.000000,0.000000,1.000000,0.000000,346744.000000,8861008.000000,0.000000,UTM-36,Northern,Mungwi,346989.000000,8861258.000000
11725.000000,1.000000,0.000000,1.000000,0.000000,324783.000000,8871966.000000,0.000000,UTM-36,Northern,Mungwi,325028.000000,8872216.000000
12005.000000,1.000000,0.000000,1.000000,0.000000,324675.000000,8894087.000000,0.000000,UTM-36,Northern,Mungwi,324920.000000,8894337.000000
12006.000000,1.000000,1.000000,1.000000,1.000000,335838.000000,8894463.000000,25.000000,UTM-36,Northern,Mungwi,336083.000000,8894713.000000
12009.000000,1.000000,0.000000,1.000000,0.000000,368526.000000,8894273.000000,0.000000,UTM-36,Northern,Mungwi,368771.000000,8894523.000000
12011.000000,1.000000,1.000000,1.000000,1.000000,390649.000000,8894671.000000,26.000000,UTM-36,Northern,Mungwi,390894.000000,8894921.000000
12146.000000,1.000000,0.000000,1.000000,0.000000,335588.000000,8905198.000000,0.000000,UTM-36,Northern,Mungwi,335833.000000,8905448.000000
12148.000000,1.000000,0.000000,1.000000,0.000000,357520.000000,8905290.000000,0.000000,UTM-36,Northern,Mungwi,357765.000000,8905540.000000
12286.000000,1.000000,0.000000,1.000000,1.000000,335539.000000,8916258.000000,0.000000,UTM-36,Northern,Mungwi,335784.000000,8916508.000000
12289.000000,1.000000,0.000000,1.000000,0.000000,368446.000000,8916390.000000,0.000000,UTM-36,Northern,Mungwi,368691.000000,8916640.000000
12428.000000,1.000000,0.000000,1.000000,0.000000,357435.000000,8927408.000000,0.000000,UTM-36,Northern,Mungwi,357680.000000,8927658.000000
12434.000000,1.000000,0.000000,1.000000,0.000000,423262.000000,8927602.000000,0.000000,UTM-36,Northern,Mungwi,423507.000000,8927852.000000
12565.000000,1.000000,0.000000,1.000000,0.000000,324465.000000,8938328.000000,0.000000,UTM-36,Northern,Mungwi,324710.000000,8938578.000000
12711.000000,1.000000,1.000000,1.000000,1.000000,390485.000000,8949960.000000,17.000000,UTM-36,Northern,Mungwi,390730.000000,8950210.000000
12713.000000,1.000000,0.000000,1.000000,0.000000,412240.000000,8949692.000000,0.000000,UTM-36,Northern,Mungwi,412485.000000,8949942.000000
12436.000000,1.000000,0.000000,1.000000,0.000000,445202.000000,8927640.000000,0.000000,UTM-36,Northern,Nakonde,445447.000000,8927890.000000
12439.000000,1.000000,0.000000,1.000000,0.000000,478111.000000,8927674.000000,0.000000,UTM-36,Northern,Nakonde,478356.000000,8927924.000000
12715.000000,1.000000,0.000000,1.000000,0.000000,434193.000000,8949736.000000,0.000000,UTM-36,Northern,Nakonde,434438.000000,8949986.000000
12716.000000,1.000000,1.000000,1.000000,1.000000,445369.000000,8950078.000000,18.000000,UTM-36,Northern,Nakonde,445614.000000,8950328.000000
12721.000000,1.000000,1.000000,1.000000,1.000000,500250.000000,8950118.000000,19.000000,UTM-36,Northern,Nakonde,500495.000000,8950368.000000
12860.000000,1.000000,0.000000,1.000000,0.000000,489070.000000,8960847.000000,0.000000,UTM-36,Northern,Nakonde,489315.000000,8961097.000000
13133.000000,1.000000,0.000000,1.000000,0.000000,412164.000000,8982863.000000,0.000000,UTM-36,Northern,Nakonde,412409.000000,8983113.000000
4832.000000,1.000000,0.000000,1.000000,0.000000,618259.000000,8330242.000000,0.000000,UTM-35,Central,Chibombo,618504.000000,8330492.000000
4835.000000,1.000000,0.000000,1.000000,0.000000,650503.000000,8330059.000000,0.000000,UTM-35,Central,Chibombo,650748.000000,8330309.000000
4836.000000,1.000000,0.000000,1.000000,0.000000,661252.000000,8329988.000000,0.000000,UTM-35,Central,Chibombo,661497.000000,8330238.000000
4971.000000,1.000000,1.000000,1.000000,1.000000,607762.000000,8341681.000000,184.000000,UTM-35,Central,Chibombo,608007.000000,8341931.000000
